央视频道,#genre#
CCTV1综合,http://223.166.234.114:7777/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路81』
CCTV1综合,http://58.53.152.198:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路82』
CCTV1综合,http://1.198.10.32:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路83』
CCTV1综合,http://101.19.84.8:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路84』
CCTV1综合,http://101.74.30.7:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路85』
CCTV1综合,http://101.74.31.52:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路86』
CCTV1综合,http://113.195.5.165:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路87』
CCTV1综合,http://113.236.17.12:9901/tsfile/live/1156_1.m3u8$LR•336•IPV4『线路88』
CCTV1综合,http://119.62.11.48:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路89』
CCTV1综合,http://119.62.57.8:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路90』
CCTV1综合,http://119.62.59.201:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路91』
CCTV1综合,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$LR•336•IPV4『线路92』
CCTV1综合,http://123.161.202.170:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路93』
CCTV1综合,http://123.182.210.159:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路94』
CCTV1综合,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路95』
CCTV1综合,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8$LR•336•IPV4『线路96』
CCTV1综合,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路97』
CCTV1综合,http://36.44.158.239:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路98』
CCTV1综合,http://36.44.159.186:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路99』
CCTV1综合,http://42.48.50.138:9002/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路100』
CCTV1综合,http://58.19.38.162:9901/tsfile/live/0001_2.m3u8$LR•336•IPV4『线路101』
CCTV1综合,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路102』
CCTV1综合,http://61.150.67.62:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路103』
CCTV1综合,http://61.243.161.199:9901/tsfile/live/1156_1.m3u8$LR•336•IPV4『线路104』
CCTV1综合,http://110.7.128.156:8096/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路105』
CCTV1综合,http://110.7.130.44:8096/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路106』
CCTV1综合,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路107』
CCTV1综合,http://119.62.57.128:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路108』
CCTV1综合,http://119.62.57.129:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路109』
CCTV1综合,http://119.62.80.45:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路110』
CCTV1综合,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路111』
CCTV1综合,http://123.138.22.30:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路112』
CCTV1综合,http://123.7.110.43:9901/tsfile/live/0002_1.m3u8$LR•336•IPV4『线路113』
CCTV1综合,http://124.114.103.242:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路114』
CCTV1综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路115』
CCTV1综合,http://124.228.161.8:9901/tsfile/live/0017_1.m3u8$LR•336•IPV4『线路116』
CCTV1综合,http://14.204.53.128:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路117』
CCTV1综合,http://171.14.89.179:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路118』
CCTV1综合,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路119』
CCTV1综合,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8$LR•336•IPV4『线路120』
CCTV1综合,http://221.213.69.82:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路121』
CCTV1综合,http://221.233.192.152:1111/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路122』
CCTV1综合,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路123』
CCTV1综合,http://222.217.230.192:8181/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路124』
CCTV1综合,http://222.217.230.195:8181/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路125』
CCTV1综合,http://58.19.38.162:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路126』
CCTV1综合,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路127』
CCTV1综合,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路128』
CCTV1综合,http://60.187.244.125:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路129』
CCTV1综合,http://60.187.244.54:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路130』
CCTV1综合,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路131』
CCTV1综合,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路132』
CCTV1综合,http://a21709.tv.netsite.cc/proxy/1387573383/1387573383.m3u8$LR•336•IPV4『线路133』
CCTV1综合,http://a21709.tv.netsite.cc/proxy/1464748337/1464748337.m3u8$LR•336•IPV4『线路134』
CCTV1综合,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$LR•336•IPV4『线路135』
CCTV1综合,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路136』
CCTV1综合,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$LR•336•IPV4『线路137』
CCTV1综合,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=1$LR•336•IPV4『线路138』
CCTV1综合,http://183.255.10.72:6610/200000001898/460000089800010011/1.m3u8?IASHttpSessionId=ACE$LR•336•IPV4『线路139』
CCTV1综合,http://183.255.10.72:6610/200000001898/460000089800010144/1.m3u8?IASHttpSessionId=ACE$LR•336•IPV4『线路140』
CCTV1综合,http://tvbox6.com/tv/bfgd.php?id=488$LR•336•IPV4『线路141』
CCTV1综合,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1/G_CCTV-1.m3u8$LR•336•IPV4『线路142』
CCTV1综合,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8$LR•336•IPV4『线路143』
CCTV1综合,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$LR•336•IPV4『线路144』
CCTV1综合,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$LR•336•IPV4『线路145』
CCTV1综合,http://60.29.124.66:6080/hls/12/index.m3u8$LR•336•IPV4『线路146』
CCTV1综合,http://112.6.197.24:9921/hls/1/index.m3u8$LR•336•IPV4『线路147』
CCTV1综合,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$LR•336•IPV4『线路148』
CCTV1综合,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路149』
CCTV1综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路150』
CCTV1综合,http://123.182.60.29:9002/hls/1/index.m3u8$LR•336•IPV4『线路151』
CCTV1综合,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路152』
CCTV1综合,http://183.11.239.36:808/hls/19/index.m3u8$LR•336•IPV4『线路153』
CCTV1综合,http://120.76.248.139/live/bfgd/4200000484.m3u8$LR•336•IPV4『线路154』
CCTV1综合,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•336•IPV4『线路155』
CCTV1综合,http://120.76.248.139/live/bfgd/4200000489.m3u8$LR•336•IPV4『线路156』
CCTV1综合,http://120.76.248.139/live/bfgd/4200000201.m3u8$LR•336•IPV4『线路157』
CCTV1综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv02.m3u8?auth_key=1735660799-0-0-cca9709aa95c0c612033418412e9ee26$LR•336•IPV4『线路158』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1880&tk=f6cc1e0a0e1a$LR•336•IPV4『线路159』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8786&tk=f6cc1e0a0e1a$LR•336•IPV4『线路160』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1531&tk=f6cc1e0a0e1a$LR•336•IPV4『线路161』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4146&tk=f6cc1e0a0e1a$LR•336•IPV4『线路162』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8656&tk=f6cc1e0a0e1a$LR•336•IPV4『线路163』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3072&tk=f6cc1e0a0e1a$LR•336•IPV4『线路164』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3770&tk=f6cc1e0a0e1a$LR•336•IPV4『线路165』
CCTV1综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4290&tk=f6cc1e0a0e1a$LR•336•IPV4『线路166』
CCTV1综合,http://www.terrykang.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路167』
CCTV1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$LR•336•IPV4『线路168』
CCTV1综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=201$LR•336•IPV4『线路169』
CCTV1综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=484$LR•336•IPV4『线路170』
CCTV1综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=488$LR•336•IPV4『线路171』
CCTV1综合,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=489$LR•336•IPV4『线路172』
CCTV1综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111$LR•336•IPV4『线路173』
CCTV1综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111$LR•336•IPV4『线路174』
CCTV1综合,http://livetv.wqwqwq.sbs/itv/6000000001000029752.m3u8?cdn=wasusyt$LR•336•IPV4『线路175』
CCTV1综合,http://livetv.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路176』
CCTV1综合,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CCTV-1-AVS-4K264.m3u8$LR•336•IPV4『线路177』
CCTV1综合,http://117.144.58.42:35455/gaoma/cctv1.m3u8$LR•336•IPV4『线路178』
CCTV1综合,http://211.101.234.24:68/公众号猫月牙/mg.php?id=CCTV1$LR•336•IPV4『线路179』
CCTV1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=184a95f0cdaaf7c1f3c7b4cd06d432af7234562e68074726eac10898c158cf1eea49819ced71b5e3d2f3ea0023ff71f8062e39a0a92ffd236a2c1ef4a30ca7f3cb03548908d23e6c6d685437e2$LR•336•IPV4『线路180』
CCTV1综合,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8$LR•336•IPV4『线路181』
CCTV1综合,http://1.itv.nctv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路182』
CCTV1综合,http://219.135.180.210:18888/hls/1/index.m3u8$LR•336•IPV4『线路183』
CCTV1综合,http://118.113.157.64:4022/udp/239.93.0.184:5140$LR•336•IPV4『线路184』
CCTV1综合,http://113.206.155.235:8003/udp/225.0.4.74:7980$LR•336•IPV4『线路185』
CCTV1综合,http://112.46.85.60:8009/hls/501/index.m3u8$LR•336•IPV4『线路186』
CCTV1综合,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$LR•336•IPV4『线路187』
CCTV1综合,http://112.123.206.32:808/hls/1/index.m3u8$LR•336•IPV4『线路188』
CCTV1综合,http://qqkkk.fun:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路189』
CCTV1综合,http://111.170.172.113:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路190』
CCTV1综合,http://itv.nctv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路191』
CCTV1综合,http://bg5aqv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路192』
CCTV1综合,http://lt.hxtre.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路193』
CCTV1综合,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv1$LR•336•IPV4『线路194』
CCTV1综合,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv16$LR•336•IPV4『线路195』
CCTV1综合,http://58.32.43.246:4022/udp/239.45.3.145:5140$LR•336•IPV4『线路196』
CCTV1综合,http://rihou.cc:567/dd.php?id=cctv1$LR•336•IPV4『线路197』
CCTV1综合,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV1hd-8M/live.m3u8$LR•336•IPV4『线路198』
CCTV1综合,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001$LR•336•IPV4『线路199』
CCTV1综合,http://720520.xyz:13579/rtp/225.1.4.73:1102?Cf=cfss.cc$LR•336•IPV4『线路200』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=1$LR•336•IPV4『线路201』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=2$LR•336•IPV4『线路202』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=3$LR•336•IPV4『线路203』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=4$LR•336•IPV4『线路204』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=5$LR•336•IPV4『线路205』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=6$LR•336•IPV4『线路206』
CCTV1综合,http://8.138.7.223/tv/mgitv.php?id=7$LR•336•IPV4『线路207』
CCTV1综合,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv1$LR•336•IPV4『线路208』
CCTV1综合,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•336•IPV4『线路209』
CCTV1综合,http://221.221.153.193:8888/rtp/239.3.1.129:8008$LR•336•IPV4『线路210』
CCTV1综合,http://115.171.216.56:4000/udp/225.1.8.1:8008$LR•336•IPV4『线路211』
CCTV1综合,http://115.171.216.56:4000/udp/225.1.8.101:8080$LR•336•IPV4『线路212』
CCTV1综合,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路213』
CCTV1综合,http://111.167.49.238:5002/udp/225.1.1.120:5002$LR•336•IPV4『线路214』
CCTV1综合,http://123.144.180.82:55555/udp/225.0.4.74:7980$LR•336•IPV4『线路215』
CCTV1综合,http://iptvcyp.top:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路216』
CCTV1综合,http://222.70.243.41:23456/udp/239.45.3.145:5140$LR•336•IPV4『线路217』
CCTV1综合,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0$LR•336•IPV4『线路218』
CCTV1综合,http://1.82.144.44:4022/rtp/239.112.205.59:5140$LR•336•IPV4『线路219』
CCTV1综合,http://60.189.43.82:9999/rtp/233.50.201.118:5140$LR•336•IPV4『线路220』
CCTV1综合,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路221』
CCTV1综合,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884$LR•336•IPV4『线路222』
CCTV1综合,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878$LR•336•IPV4『线路223』
CCTV1综合,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8$LR•336•IPV4『线路224』
CCTV1综合,http://202.103.213.43:8888/udp/239.81.0.102:4056$LR•336•IPV4『线路225』
CCTV1综合,http://202.103.213.43:8888/udp/239.81.0.13:4056$LR•336•IPV4『线路226』
CCTV1综合,http://223.10.21.36:8083/udp/239.1.1.7:8007$LR•336•IPV4『线路227』
CCTV1综合,http://121.24.98.127:8090/hls/9/index.m3u8$LR•336•IPV4『线路228』
CCTV1综合,http://wouu.net:9977/udp/239.93.0.184:5140$LR•336•IPV4『线路229』
CCTV1综合,http://14.117.233.162:9000/udp/239.77.1.17:5146$LR•336•IPV4『线路230』
CCTV1综合,http://116.117.107.53:8096/tsfile/live/0001_1.m3u8$LR•336•IPV4『线路231』
CCTV1综合,http://183.191.144.167:9003/hls/1/index.m3u8$LR•336•IPV4『线路232』
CCTV1综合,http://175.6.162.5:35455/gaoma/cctv1.m3u8$LR•336•IPV4『线路233』
CCTV1综合,http://175.6.162.5:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路234』
CCTV1综合,http://home.dzlove.top:35455/gaoma/cctv1.m3u8$LR•336•IPV4『线路235』
CCTV1综合,http://home.dzlove.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•336•IPV4『线路236』
CCTV1综合,http://119.32.12.32:2901/udp/224.1.100.90:11111$LR•336•IPV4『线路237』
CCTV1综合,http://14.112.86.85:4022/udp/239.77.1.17:5146$LR•336•IPV4『线路238』
CCTV1综合,http://125.89.163.44:8888/udp/239.77.1.17:5146$LR•336•IPV4『线路239』
CCTV1综合,http://114.246.181.146:4022/rtp/239.3.1.129:8008$LR•336•IPV4『线路240』
CCTV1综合,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•336•IPV4『线路241』
CCTV1综合,http://117.11.84.129:8888/udp/225.1.1.120:5002$LR•336•IPV4『线路242』
CCTV1综合,http://27.10.130.5:8002/udp/225.0.4.74:7980$LR•336•IPV4『线路243』
CCTV1综合,http://116.226.8.90:4022/udp/239.45.3.145:5140$LR•336•IPV4『线路244』
CCTV1综合,http://220.173.254.6:6666/udp/239.81.0.102:4056$LR•336•IPV4『线路245』
CCTV1综合,http://220.173.254.6:6666/udp/239.81.0.13:4056$LR•336•IPV4『线路246』
CCTV1综合,http://171.213.193.65:8818/udp/239.93.0.184:5140$LR•336•IPV4『线路247』
CCTV1综合,http://hangfun.top:35455/gaoma/cctv1.m3u8$LR•336•IPV4『线路248』
CCTV1综合,http://1.itv.nctv.top:35455/gaoma/cctv1.m3u8$LR•336•IPV4『线路249』
